OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity;DefaultData;ComplianceStatus;Outlier;Predict_ghgemissions;Predict_energyuse
27,587;2017;NonResidential;Small- and Mid-Sized Office;Meridian Center Building;10303 Meridian Ave N;Seattle;WA;98133.0;5464300065;5.0;NORTHWEST;47.70349;-122.33424;1983.0;1.0;3.0;24,696;6,300;18,396;Office, Parking;Office;18,396;Parking;6,300;;;;84.0;37.00;35.90;116.30;112.80;681,120;660,683.125;;199,624.796875;681,119.8069375;;;2.82;0.114;N;Compliant;;261.99;1996614.5
27,590;2017;Multifamily LR (1-4);Low-Rise Multifamily;Meridian 106 Condos (ID27590);2100 N 106TH ST;Seattle;WA;98133.0;5468300000;5.0;NORTHWEST;47.70612;-122.3335;1979.0;1.0;4.0;20,806;0;20,806;Multifamily Housing;Multifamily;20,806;;;;;;81.0;27.00;26.20;84.70;82.30;561,136.375;545,140.625;;164,459.703125;561,136.5070625;;;2.32;0.112;N;Compliant;;261.99;1996614.5
27,591;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Meritage Condo HOA;124 Bellevue Ave E;Seattle;WA;98102.0;5470160000;3.0;EAST;47.61943;-122.32626;2006.0;0.0;7.0;43,142;;;Multifamily Housing;Multifamily;43,142;;;;;;79.0;32.50;32.20;97.60;96.70;1,403,585.125;1,387,871.5;;383,618.09375;1,308,904.935875;946.80;94,680.00;10.44;0.242;N;Compliant;;261.99;1996614.5
27,593;2017;Multifamily LR (1-4);Low-Rise Multifamily;Merrill Court;718 E Aloha St;Seattle;WA;98102.0;5479500000;3.0;EAST;47.62705;-122.32306;1985.0;1.0;3.0;47,544;0;47,544;Multifamily Housing, Parking;Multifamily;40,125;Parking;17,050;;;;;45.50;45.20;69.40;69.10;1,825,032.5;1,814,912.25;;121,779.703125;415,512.3470625;14,095.20;1,409,520.02;76.58;1.611;Y;Not Compliant;;261.99;1996614.5
27,594;2017;Multifamily LR (1-4);Low-Rise Multifamily;MERRILL PLACE CONDOS (ID27594);97 S JACKSON ST;SEATTLE;WA;98104.0;5479650000;2.0;DOWNTOWN;47.59903;-122.33461;1905.0;1.0;3.0;20,583;;;Multifamily Housing;Multifamily;20,583;;;;;;;24.40;23.90;76.70;75.00;502,869.09375;491,394.5;;147,382.5;502,869.09;;;2.08;0.101;N;Compliant;;261.99;1996614.5
27,596;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Metropole;5615 24th Ave NW;Seattle;WA;98107.0;5491300000;6.0;BALLARD;47.66994;-122.3881;2006.0;1.0;6.0;37,877;0;37,877;Multifamily Housing, Other - Services;Multifamily;26,177;Other - Services;2,644;;;;40.0;41.90;41.50;111.00;110.60;1,206,792.375;1,195,018.875;;270,923;924,389.276;2,824.03;282,402.98;18.82;0.497;N;Compliant;;261.99;1996614.5
27,597;2017;SPS-District K-12;K-12 School;Northgate Elementary;11725 1st Ave. N.E.;Seattle;WA;98125.0;6411600312;5.0;NORTHWEST;47.71487;-122.32959;1956.0;1.0;1.0;45,174;0;45,174;K-12 School;K-12 School;46,966;;;;;;81.0;47.90;47.40;87.30;86.70;2,249,699;2,225,233.25;;243,515.796875;830,875.8989375;14,188.23;1,418,823.05;78.79;1.744;N;Compliant;;261.99;1996614.5
27,598;2017;NonResidential;Worship Facility;St. Andrew Kim;11700 1st Ave. NE;Seattle, WA;WA;98125.0;6411600330;5.0;NORTHWEST;47.71479;-122.32824;2002.0;1.0;1.0;24,955;0;24,955;Worship Facility;Worship Fac;24,955;;;;;;49.0;31.10;30.20;61.30;60.40;775,990.6875;754,107.125;;100,335.5;342,344.726;4,336.46;433,646.00;24.45;0.98;N;Compliant;;261.99;1996614.5
27,600;2017;Multifamily LR (1-4);Low-Rise Multifamily;Roosevelt Square Apartments;12329 Roosevelt Way NE;Seattle;WA;98125.0;6413600215;5.0;North;47.71853;-122.31898;1995.0;1.0;4.0;62,566;;;Multifamily Housing, Parking;Multifamily;43,406;Parking;19,160;;;;92.0;31.90;31.50;100.10;98.90;1,384,110.25;1,367,489.875;;405,659.5;1,384,110.214;;;5.73;0.092;N;Compliant;;261.99;1996614.5
27,602;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Luna Court Condominium;3221 SW Avalon Way;Seattle;WA;98126.0;4458770000;1.0;DELRIDGE;47.56391;-122.37287;1997.0;1.0;5.0;77,501;;;Multifamily Housing, Parking;Multifamily;77,501;Parking;17,912;;;;88.0;37.90;37.50;88.50;87.90;2,935,267.75;2,903,463.25;;529,910.1875;1,808,053.55975;11,272.14;1,127,213.96;67.35;0.869;N;Compliant;;261.99;1996614.5
27,604;2017;Multifamily LR (1-4);Low-Rise Multifamily;Park Meridian;11224 Meridian Ave N;Seattle;WA;98133.0;4468400160;5.0;NORTHWEST;47.71027;-122.33364;1977.0;1.0;3.0;40,362;;;Multifamily Housing;Multifamily;35,114;;;;;;98.0;19.40;19.20;61.00;60.40;682,643;675,213.875;;200,071.203125;682,642.9450625;;;2.82;0.07;N;Compliant;;261.99;1996614.5
27,606;2017;Multifamily LR (1-4);Low-Rise Multifamily;Osprey Apartments;2116 N 112TH ST;Seattle;WA;98133.0;4468400195;5.0;NORTHWEST;47.7098;-122.33319;1973.0;1.0;4.0;25,160;;;Multifamily Housing;Multifamily;25,160;;;;;;95.0;20.90;20.50;65.70;64.30;526,711.3125;514,901.8125;;154,370.203125;526,711.1330625;;;2.18;0.087;N;Compliant;;261.99;1996614.5
27,607;2017;Multifamily LR (1-4);Low-Rise Multifamily;Ethyle Manor Apartments;2138 n 112th At;seattle;WA;98133.0;4468400220;5.0;NORTHWEST;47.70986;-122.33227;1971.0;1.0;4.0;26,254;;;Multifamily Housing;Multifamily;26,254;;;;;;93.0;24.90;24.40;78.10;76.70;653,028.3125;641,452.125;;191,391.59375;653,028.117875;;;2.70;0.103;N;Compliant;;261.99;1996614.5
27,610;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Luxe;500 5th Ave W;Seattle;WA;98119.0;4468500000;7.0;MAGNOLIA / QUEEN ANNE;47.62351;-122.36296;1968.0;1.0;7.0;40,248;;;Multifamily Housing, Parking;Multifamily;40,428;Parking;13,000;;;;72.0;35.50;35.10;111.50;110.40;1,436,116.125;1,421,006.875;;420,901.5;1,436,115.918;;;5.94;0.148;N;Compliant;;261.99;1996614.5
27,620;2017;Multifamily LR (1-4);Low-Rise Multifamily;Madison Lofts Condominiums;2914 E Madison St.;Seattle;WA;98112.0;5014800000;3.0;EAST;47.62444;-122.29516;2008.0;1.0;3.0;34,629;;;Multifamily Housing, Parking;Multifamily;34,629;Parking;8,428;;;;66.0;27.10;27.10;81.20;81.20;939,690.125;938,927.375;;255,900.59375;873,132.825875;665.57;66,557.00;7.15;0.206;N;Compliant;;261.99;1996614.5
27,622;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Madison Park Place;2000 43rd Ave E;Seattle;WA;98112.0;5015200000;3.0;EAST;47.63716;-122.2765;1985.0;1.0;5.0;38,430;0;38,430;Multifamily Housing, Parking;Multifamily;32,500;Parking;8,100;;;;;54.30;53.50;152.90;150.30;1,764,847.75;1,737,658.25;;437,057.90625;1,491,241.576125;2,736.06;273,605.98;20.70;0.539;N;Compliant;;261.99;1996614.5
27,625;2017;Multifamily LR (1-4);Low-Rise Multifamily;Madison Park Waterfront Condos;1800 43rd Ave E;Seattle;WA;98112.0;5015500000;3.0;EAST;47.63474;-122.27642;1964.0;1.0;4.0;32,366;;;Multifamily Housing;Multifamily;32,366;;;;;;88.0;27.30;26.70;85.60;83.90;881,978.375;865,321.8125;;258,493;881,978.116;;;3.65;0.113;N;Compliant;;261.99;1996614.5
27,634;2017;Multifamily LR (1-4);Low-Rise Multifamily;Twin Birches Apartments;800 2nd Ave N;Seattle;WA;98109.0;5457800191;7.0;MAGNOLIA / QUEEN ANNE;47.62664;-122.35236;1957.0;1.0;3.0;27,246;;;Multifamily Housing;Multifamily;27,246;;;;;;99.0;23.80;23.80;57.30;57.30;647,961.375;647,961.375;;123,348;420,863.376;2,270.98;227,098.00;13.80;0.507;N;Compliant;;261.99;1996614.5
27,651;2017;Multifamily LR (1-4);Low-Rise Multifamily;Nob Hill;900 Nob Hill Ave N;Seattle;WA;98109.0;5457801235;7.0;MAGNOLIA / QUEEN ANNE;47.62749;-122.34992;1963.0;1.0;4.0;25,082;;;Multifamily Housing;Multifamily;22,381;;;;;;;24.60;24.20;77.10;75.90;549,840.625;541,033.125;;161,149;549,840.388;;;2.27;0.091;N;Compliant;;261.99;1996614.5
27,652;2017;Multifamily LR (1-4);Low-Rise Multifamily;24759-Brookdale Queen Anne;805 4th Ave N;Seattle;WA;98109.0;5457801250;7.0;MAGNOLIA / QUEEN ANNE;47.62672;-122.34923;2006.0;1.0;3.0;161,351;23,385;137,966;Multifamily Housing, Parking;Multifamily;161,351;Parking;40,761;Parking;23,385;;72.0;42.20;41.60;93.50;91.90;6,815,155.5;6,715,971;;1,111,154.375;3,791,258.7275;30,238.96;3,023,896.29;176.28;1.093;N;Compliant;;261.99;1996614.5
27,655;2017;Multifamily LR (1-4);Low-Rise Multifamily;Auditorium Apartments;605 5th Ave. N;Seattle;WA;98109.0;5457801380;7.0;DOWNTOWN;47.60377;-122.32971;1926.0;1.0;4.0;47,276;;;Multifamily Housing;Multifamily;47,276;;;;;;95.0;23.00;22.60;61.10;59.80;1,088,455.625;1,069,156.125;;244,582.203125;834,514.4770625;2,539.41;253,940.99;16.94;0.358;N;Compliant;;261.99;1996614.5
27,656;2017;Multifamily LR (1-4);Low-Rise Multifamily;DELMONT APTS (ID27656);403 ROY ST;Seattle;WA;98109.0;5457801400;7.0;MAGNOLIA / QUEEN ANNE;47.62517;-122.3486;1910.0;1.0;4.0;22,344;;;Multifamily Housing;Multifamily;22,344;;;;;;;27.80;27.80;47.10;47.20;621,550.8125;621,645.875;;56,212.69921875;191,797.729734375;4,297.53;429,753.03;23.62;1.057;N;Compliant;;261.99;1996614.5
27,658;2017;Multifamily LR (1-4);Low-Rise Multifamily;QUEENS OAKS APTS (ID27658);718 4TH AVE N;Seattle;WA;98109.0;5457801460;7.0;MAGNOLIA / QUEEN ANNE;47.62612;-122.34847;1957.0;1.0;3.0;22,331;;;Multifamily Housing;Multifamily;22,331;;;;;;93.0;33.10;32.60;75.30;73.70;738,666.375;727,202.625;;127,003.6015625;433,336.28853125;3,053.30;305,330.00;18.01;0.806;N;Compliant;;261.99;1996614.5
27,668;2017;NonResidential;Other;Bailey Boushay House;2720 East Madison;Seattle;WA;98112.0;5016001680;3.0;Central;47.62342;-122.29688;1991.0;1.0;3.0;34,074;;;Other/Specialty Hospital;Other/Speci;34,074;;;;;;;254.30;254.20;490.20;489.90;8,663,489;8,661,131;;1,066,667.125;3,639,468.2305;50,240.20;5,024,020.31;281.88;8.273;N;Compliant;;261.99;1996614.5
27,679;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Suites;2410 W Manor Pl;Seattle;WA;98199.0;5036300005;7.0;MAGNOLIA / QUEEN ANNE;47.65397;-122.38806;1977.0;1.0;4.0;35,835;;;Multifamily Housing, Parking;Multifamily;28,196;Parking;7,639;;;;97.0;26.50;26.50;83.20;83.20;747,035.1875;747,358.1875;;218,943.5;747,035.222;;;3.09;0.086;N;Compliant;;261.99;1996614.5
27,680;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Vista;3711 27th Place West;Seattle;WA;98199.0;5036300165;7.0;MAGNOLIA / QUEEN ANNE;47.65332;-122.39163;1968.0;1.0;4.0;30,000;;;Multifamily Housing;Multifamily;30,000;;;;;;85.0;22.90;22.60;71.80;70.90;685,921.375;677,583.3125;;201,032;685,921.184;;;2.84;0.095;N;Compliant;;261.99;1996614.5
27,681;2017;Multifamily LR (1-4);Low-Rise Multifamily;Crestview Apartments;2701 West Manor Place;Seattle;WA;98199.0;5036300260;7.0;MAGNOLIA / QUEEN ANNE;47.65273;-122.39162;1968.0;1.0;4.0;25,959;;;Multifamily Housing;Multifamily;25,959;;;;;;74.0;26.10;25.80;81.90;81.00;676,845.875;669,459.375;;198,372.203125;676,845.9570625;;;2.80;0.108;N;Compliant;;261.99;1996614.5
27,682;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Crest Apts.;2727 W Manor Pl;Seattle;WA;98199.0;5036300270;7.0;MAGNOLIA / QUEEN ANNE;47.65245;-122.39186;1968.0;1.0;4.0;25,326;;;Multifamily Housing;Multifamily;25,326;;;;;;86.0;23.50;23.30;73.80;73.30;594,844.6875;590,952.6875;;174,339;594,844.668;;;2.46;0.097;N;Compliant;;261.99;1996614.5
27,683;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolian Apts;3520 28th Ave W;Seattle;WA;98199.0;5036300290;7.0;MAGNOLIA / QUEEN ANNE;47.65211;-122.39234;1967.0;1.0;4.0;37,086;;;Multifamily Housing;Multifamily;37,086;;;;;;89.0;22.00;21.70;69.10;68.20;816,430.375;804,919.375;;239,282;816,430.184;;;3.38;0.091;N;Compliant;;261.99;1996614.5
27,684;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Maggie Apartments;3539 27th Pl W;Seattle;WA;98199.0;5036300350;7.0;MAGNOLIA / QUEEN ANNE;47.65249;-122.39099;1969.0;1.0;4.0;56,104;0;56,104;Multifamily Housing, Parking, Swimming Pool;Multifamily;56,104;Parking;2,816;Swimming Pool;0;;72.0;26.60;26.60;83.60;83.60;1,493,993.25;1,494,541.25;;437,864.3125;1,493,993.03425;;;6.18;0.11;N;Compliant;;261.99;1996614.5
27,685;2017;Multifamily LR (1-4);Low-Rise Multifamily;Casa Ladaro;3535 27th Pl W;Seattle;WA;98199.0;5036300461;7.0;MAGNOLIA / QUEEN ANNE;47.65203;-122.39014;1968.0;1.0;4.0;23,705;;;Multifamily Housing, Parking;Multifamily;42,251;Parking;3,381;;;;69.0;27.20;27.20;85.40;85.50;1,149,542.75;1,150,011.5;;336,911.6875;1,149,542.67775;;;4.76;0.201;N;Compliant;;261.99;1996614.5
27,687;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building E;3501 26th Pl W.;Seattle;WA;98199.0;5036300600;7.0;MAGNOLIA / QUEEN ANNE;47.65201;-122.3891;1970.0;1.0;5.0;28,185;;;Multifamily Housing;Multifamily;28,185;;;;;;76.0;27.90;27.40;87.70;86.10;787,441.625;773,226.3125;;230,785.90625;787,441.512125;;;3.26;0.116;N;Compliant;;261.99;1996614.5
27,688;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building C;3520 27th Pl. W.;Seattle;WA;98199.0;5036300605;7.0;MAGNOLIA / QUEEN ANNE;47.65295;-122.39078;1970.0;1.0;5.0;39,900;;;Multifamily Housing;Multifamily;39,900;;;;;;78.0;23.20;23.00;72.80;72.20;925,135.6875;916,871.8125;;271,141.6875;925,135.43775;;;3.83;0.096;N;Compliant;;261.99;1996614.5
27,689;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building A;3530 27th Place W;Seattle;WA;98199.0;5036300620;7.0;MAGNOLIA / QUEEN ANNE;47.65295;-122.39078;1968.0;1.0;5.0;40,560;;;Multifamily Housing;Multifamily;40,560;;;;;;48.0;33.50;33.20;105.20;104.40;1,359,337.75;1,347,984.375;;398,399.09375;1,359,337.707875;;;5.62;0.139;N;Compliant;;261.99;1996614.5
27,690;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building B;2601 W. Manor Pl.;Seattle;WA;98199.0;5036300640;7.0;MAGNOLIA / QUEEN ANNE;47.6531;-122.39027;1968.0;1.0;5.0;44,687;;;Multifamily Housing;Multifamily;44,687;;;;;;72.0;27.40;27.00;86.10;84.90;1,225,598.875;1,208,743.625;;359,202.40625;1,225,598.610125;;;5.07;0.113;N;Compliant;;261.99;1996614.5
27,691;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building G;3401 25th Ave W.;Seattle;WA;98199.0;5036300675;7.0;MAGNOLIA / QUEEN ANNE;47.65068;-122.38877;1973.0;1.0;5.0;32,441;;;Multifamily Housing;Multifamily;32,441;;;;;;80.0;23.30;23.30;73.20;73.20;756,255.375;756,553;;221,645.703125;756,255.1390625;;;3.13;0.096;N;Compliant;;261.99;1996614.5
27,692;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building H;3425 25th Ave W.;Seattle;WA;98199.0;5036300680;7.0;MAGNOLIA / QUEEN ANNE;47.65115;-122.38881;1973.0;1.0;5.0;33,466;;;Multifamily Housing;Multifamily;33,466;;;;;;77.0;25.50;24.90;80.20;78.20;854,493.3125;833,532.125;;250,437.59375;854,493.069875;;;3.54;0.106;N;Compliant;;261.99;1996614.5
27,693;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building J;3430 26th Ave W;Seattle;WA;98199.0;5036300690;7.0;MAGNOLIA / QUEEN ANNE;47.6513;-122.38887;1973.0;1.0;5.0;36,178;;;Multifamily Housing;Multifamily;36,178;;;;;;82.0;23.40;23.10;73.60;72.50;847,697.125;835,800;;248,445.796875;847,697.0589375;;;3.51;0.097;N;Compliant;;261.99;1996614.5
27,694;2017;Multifamily LR (1-4);Low-Rise Multifamily;Overlook at Magnolia Building K;3500 25th Ave. W.;Seattle;WA;98199.0;5036300750;7.0;MAGNOLIA / QUEEN ANNE;47.65186;-122.38842;1974.0;1.0;4.0;29,588;;;Multifamily Housing;Multifamily;29,588;;;;;;87.0;24.30;23.90;76.30;75.20;719,148.125;708,169.5;;210,770.203125;719,147.9330625;;;2.98;0.101;N;Compliant;;261.99;1996614.5
27,696;2017;Multifamily LR (1-4);Low-Rise Multifamily;Overlook at Magnolia Building L;3451 24th Ave. W;Seattle;WA;98199.0;5036300930;7.0;MAGNOLIA / QUEEN ANNE;47.65185;-122.38782;1974.0;1.0;4.0;34,602;;;Multifamily Housing;Multifamily;34,602;;;;;;93.0;21.50;21.20;67.50;66.40;743,749.1875;731,887.5;;217,980.40625;743,749.146125;;;3.08;0.089;N;Compliant;;261.99;1996614.5
27,815;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Madison Place Apartments;1813 19th Ave;Seattle;WA;98112.0;5707500105;3.0;Central;47.61792;-122.3078;1989.0;1.0;5.0;38,560;;;Multifamily Housing;Multifamily;31,769;;;;;;82.0;25.90;25.70;81.50;80.60;824,398.875;815,423.1875;;241,617.5;824,398.91;;;3.41;0.088;N;Compliant;;261.99;1996614.5
27,699;2017;Multifamily LR (1-4);Low-Rise Multifamily;Marinwood Apartments;3628 24th Place W;Seattle;WA;98199.0;5036300955;7.0;MAGNOLIA / QUEEN ANNE;47.65338;-122.38793;1980.0;1.0;4.0;45,057;5,543;39,514;Multifamily Housing, Parking;Multifamily;39,514;Parking;5,543;;;;66.0;28.60;27.50;89.90;86.40;1,131,156.25;1,086,885.375;;331,522.90625;1,131,156.156125;;;4.68;0.104;N;Compliant;;261.99;1996614.5
27,701;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Ridge Condominium;2510 West Bertona;Seattle;WA;98199.0;5037800000;7.0;MAGNOLIA / QUEEN ANNE;47.65083;-122.38937;1968.0;1.0;4.0;32,452;;;Multifamily Housing;Multifamily;32,452;;;;;;100.0;12.60;12.60;39.60;39.60;409,074.59375;409,249.09375;;119,892.8984375;409,074.56946875;;;1.69;0.052;N;Compliant;;261.99;1996614.5
27,703;2017;NonResidential;Worship Facility;(ID27703) International Full Gospel Fellowship;12345 8TH AVE NE;Seattle;WA;98125.0;6413600295;5.0;North;47.71846;-122.3216;1961.0;1.0;2.0;76,475;0;76,475;Other - Education, Worship Facility;Worship Fac;45,442;Other - Education;31,033;;;;;23.40;23.40;40.50;40.50;1,788,672.125;1,787,989.25;;171,317.703125;584,536.0030625;12,041.36;1,204,136.13;66.37;0.868;N;Compliant;;261.99;1996614.5
27,704;2017;NonResidential;K-12 School;Seattle Jewish Community School;12351 8th Ave NE;Seattle;WA;98125.0;6413600296;5.0;North;47.71923;-122.32171;1988.0;1.0;2.0;32,961;0;32,961;K-12 School;K-12 School;32,961;;;;;;87.0;47.20;46.60;78.00;77.40;1,554,965.625;1,537,150;;131,644.5;449,171.034;11,057.95;1,105,794.53;60.59;1.838;N;Compliant;;261.99;1996614.5
27,706;2017;Multifamily LR (1-4);Low-Rise Multifamily;Roosevelt Park Apartments LP;12520 Roosevelt Way NE;Seattle;WA;98125.0;6414100160;5.0;North;47.72025;-122.31858;1967.0;1.0;4.0;24,800;0;24,800;Multifamily Housing;Multifamily;24,800;;;;;;57.0;29.30;29.30;91.90;91.90;725,882.5;726,155;;212,744;725,882.528;;;3.00;0.121;N;Compliant;;261.99;1996614.5
27,707;2017;Multifamily LR (1-4);Low-Rise Multifamily;Roosevelt Place Apartments;12527 Roosevelt Way NE;Seattle;WA;98125.0;6414100161;5.0;North;47.72004;-122.31924;1986.0;1.0;3.0;28,470;;;Multifamily Housing, Parking;Multifamily;25,144;Parking;3,326;;;;80.0;27.70;27.50;86.90;86.20;695,966.875;690,650.375;;203,976.203125;695,966.8050625;;;2.88;0.101;N;Compliant;;261.99;1996614.5
27,716;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Osborn Condominiums;4123 California Ave SW;Seattle;WA;98116.0;6420800000;1.0;SOUTHWEST;47.56574;-122.38716;2006.0;1.0;5.0;31,299;;;Multifamily Housing;Multifamily;31,299;;;;;;39.0;35.50;34.70;97.40;96.00;1,109,607;1,086,635.75;;264,159.09375;901,310.827875;2,082.96;208,296.00;14.79;0.473;N;Compliant;;261.99;1996614.5
27,721;2017;Nonresidential COS;Other;The Seattle Public Library - Greenwood Branch;8016 Greenwood Ave N;Seattle;WA;98103.0;6430500081;6.0;NORTHWEST;47.6875;-122.35496;2004.0;1.0;1.0;27,376;14,570;12,806;Library, Parking;Library;12,806;Parking;0;;;;;105.80;101.20;230.10;219.80;1,355,502.25;1,295,528.375;;213,674.703125;729,058.0870625;6,264.44;626,444.04;36.29;1.325;N;Compliant;;261.99;1996614.5
27,734;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia View;2562 Thorndyke Ave W;Seattle;WA;98199.0;5039100000;7.0;MAGNOLIA / QUEEN ANNE;47.64273;-122.38414;1969.0;1.0;4.0;24,444;0;24,444;Multifamily Housing;Multifamily;18,000;;;;;;79.0;31.70;30.80;99.50;96.90;570,133.6875;555,205.1875;;167,096.59375;570,133.577875;;;2.36;0.096;N;Compliant;;261.99;1996614.5
27,736;2017;Multifamily LR (1-4);Low-Rise Multifamily;(ID27736) Magnolia Villager;2858 32ND AVE W;Seattle;WA;98199.0;5041800000;7.0;MAGNOLIA / QUEEN ANNE;47.64611;-122.39791;1978.0;1.0;4.0;27,997;;;Multifamily Housing;Multifamily;27,997;;;;;;25.0;29.00;28.70;91.10;90.00;812,069.625;802,439.5;;238,004;812,069.648;;;3.36;0.12;N;Compliant;;261.99;1996614.5
27,738;2017;Multifamily LR (1-4);Low-Rise Multifamily;Evanston Arms Apartments;4417 Evanston AVE N;Seattle;WA;98103.0;5693501200;6.0;LAKE UNION;47.66087;-122.35133;1969.0;1.0;3.0;25,268;;;Multifamily Housing, Parking;Multifamily;22,151;Parking;3,117;;;;26.0;39.00;39.00;122.50;122.60;864,270.6875;864,693.375;;253,303.203125;864,270.5290625;;;3.58;0.142;N;Compliant;;261.99;1996614.5
27,744;2017;Multifamily LR (1-4);Mixed Use Property;Fremont Court;4464 Fremont Ave N;Seattle;WA;98103.0;5694000240;6.0;LAKE UNION;47.66133;-122.34973;1990.0;1.0;4.0;45,111;;;Multifamily Housing, Other, Parking, Urgent Care/Clinic/Other Outpatient;Multifamily;17,924;Parking;15,056;Other;5,510;;;38.50;38.00;121.00;119.20;969,138.875;954,761.3125;;284,038.3125;969,138.72225;;;4.01;0.089;Y;Not Compliant;;261.99;1996614.5
27,759;2017;Multifamily LR (1-4);Low-Rise Multifamily;Mirabella;4250 Aurora Ave N;Seattle;WA;98103.0;5694500625;4.0;LAKE UNION;47.65921;-122.34685;1997.0;1.0;4.0;63,317;;;Multifamily Housing, Office, Parking;Multifamily;42,448;Parking;15,199;Office;5,100;;84.0;27.90;27.50;87.50;86.40;1,324,627.125;1,309,053.25;;388,225.90625;1,324,626.792125;;;5.48;0.087;N;Compliant;;261.99;1996614.5
27,760;2017;Multifamily LR (1-4);Low-Rise Multifamily;The MILAN;4300-4320 Aurora Ave N;Seattle;WA;98103.0;5694500680;4.0;LAKE UNION;47.66027;-122.34704;1995.0;1.0;4.0;66,300;;;Multifamily Housing, Office, Parking;Multifamily;35,641;Parking;21,761;Office;9,630;;97.0;24.80;24.80;77.90;77.90;1,122,941.625;1,123,376.125;;329,115.3125;1,122,941.44625;;;4.65;0.07;N;Compliant;;261.99;1996614.5
27,774;2017;Multifamily LR (1-4);Low-Rise Multifamily;Guinevere Apartments;522 N 85th St;Seattle;WA;98103.0;6431500260;6.0;NORTHWEST;47.69079;-122.35157;2002.0;1.0;4.0;183,524;;;Multifamily Housing, Parking, Retail Store;Multifamily;109,489;Parking;69,081;Retail Store;4,954;;;27.60;27.40;86.60;85.90;3,156,836;3,130,574;;925,215.625;3,156,835.7125;;;13.06;0.071;N;Compliant;;261.99;1996614.5
27,799;2017;Campus;K-12 School;The Bush School - Lower / Middle School;3400 East Harrison Street;Seattle;WA;98112.0;6600000120;3.0;CENTRAL;47.62291;-122.28879;1950.0;1.0;1.0;109,794;0;109,794;K-12 School;K-12 School;109,794;;;;;;36.0;47.00;46.70;98.10;97.80;5,157,159.5;5,128,671.5;;750,289.375;2,559,987.3475;25,971.72;2,597,171.68;148.53;1.353;N;Compliant;;261.99;1996614.5
50,195;2017;NonResidential;;;1550 W ARMORY WAY;SEATTLE;WA;;2771600911;1.0;MAGNOLIA / QUEEN ANNE;47.63849;-122.37695;2016.0;;1.0;25,065;0;25,065;;;;;;;;;;;;;;;;;;;;;0.00;0.0;N;Compliant;;261.99;1996614.5
27,816;2017;NonResidential;Other;Son Shone Inn;1808 18th Ave;Seattle;WA;98122.0;5707500120;3.0;Central;47.61796;-122.30847;1911.0;1.0;3.0;25,200;0;25,200;Other - Lodging/Residential;Other - Lod;25,200;;;;;;;41.20;41.20;70.30;70.30;1,038,747.3125;1,039,441;;95,370;325,402.44;7,133.45;713,344.97;39.23;1.557;N;Compliant;;261.99;1996614.5
27,821;2017;NonResidential;Supermarket / Grocery Store;70500866 -- Northgate;11100 Roosevelt Way NE;Seattle;WA;98125.0;5724500615;5.0;North;47.70941;-122.31707;1996.0;1.0;1.0;44,755;0;44,755;Supermarket/Grocery Store;Supermarket;46,978;;;;;;50.0;231.20;230.70;496.80;494.90;10,862,389;10,836,826;;1,673,206;5,708,978.872;51,534.10;5,153,409.77;297.32;6.643;N;Compliant;;261.99;1996614.5
